Season ID,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Ct,St,player_id
13533,DS Kulkarni,1,1,3,0,22,0,,0,7.33,0,0,0,0,0,277955
13840,DS Kulkarni,1,1,3,0,22,0,,0,7.33,0,0,0,0,0,277955
13840,A Mishra,4,4,14,0,109,6,4/24,18.16,7.78,14,1,0,0,0,31107
12741,K Rabada,12,12,47,0,368,25,4/21,14.72,7.82,11.2,2,0,6,0,550215
13533,K Rabada,17,17,65.4,1,548,30,4/24,18.26,8.34,13.1,2,0,8,0,550215
12741,Mohammad Nabi,8,8,29.1,0,194,8,4/11,24.25,6.65,21.8,1,0,6,0,25913
12741,PJ Cummins,14,14,52,0,409,12,4/34,34.08,7.86,26,1,0,3,0,489889
13533,PJ Cummins,14,14,52,0,409,12,4/34,34.08,7.86,26,1,0,3,0,489889
13840,PJ Cummins,14,14,52,0,409,12,4/34,34.08,7.86,26,1,0,3,0,489889
12741,CH Morris,9,9,31.4,1,210,11,4/26,19.09,6.63,17.2,1,0,7,0,439952
13533,CH Morris,9,9,31.4,1,210,11,4/26,19.09,6.63,17.2,1,0,7,0,439952
13840,CH Morris,9,9,31.4,1,210,11,4/26,19.09,6.63,17.2,1,0,7,0,439952
12741,TA Boult,15,15,57.2,3,457,25,4/18,18.28,7.97,13.7,1,0,4,0,277912
13533,TA Boult,15,15,57.2,3,457,25,4/18,18.28,7.97,13.7,1,0,4,0,277912
13840,TA Boult,15,15,57.2,3,457,25,4/18,18.28,7.97,13.7,1,0,4,0,277912
12741,JJ Bumrah,15,15,60,2,404,27,4/14,14.96,6.73,13.3,2,0,0,0,625383
13533,JJ Bumrah,15,15,60,2,404,27,4/14,14.96,6.73,13.3,2,0,0,0,625383
13840,JJ Bumrah,15,15,60,2,404,27,4/14,14.96,6.73,13.3,2,0,0,0,625383
12741,I Sharma,13,13,46,1,349,13,3/38,26.84,7.58,21.2,0,0,1,0,236779
13840,I Sharma,3,3,12,2,97,1,1/26,97,8.08,72,0,0,0,0,236779
13533,T Natarajan,16,16,62.5,1,504,16,2/24,31.5,8.02,23.5,0,0,3,0,802575
12741,B Kumar,15,15,59,1,461,13,2/24,35.46,7.81,27.2,0,0,4,0,326016
12741,Rashid Khan,15,15,60,1,377,17,3/21,22.17,6.28,21.1,0,0,4,0,793463
13533,Rashid Khan,16,16,64,1,344,20,3/7,17.2,5.37,19.2,0,0,3,0,793463
12741,Shivam Mavi,8,8,26,2,212,9,2/15,23.55,8.15,17.3,0,0,4,0,1079848
13533,Shivam Mavi,8,8,26,2,212,9,2/15,23.55,8.15,17.3,0,0,4,0,1079848
